"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/alt-0.18.6/package/dist/alt.js","30","12","30","94"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/angular-1.7.8/package/angular.js","5030","11","5030","64"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/angular-1.7.8/package/angular.js","19648","15","19648","57"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/angular-1.7.8/package/angular.js","19720","15","19720","52"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/angular-mocks-1.7.8/package/angular-mocks.js","1103","18","1103","62"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/angular-resource-1.7.8/package/angular-resource.js","898","26","898","80"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-1.4.0/package/backbone.js","1474","16","1474","45"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/backbone.js","181","9","181","61"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/backbone.js","190","9","190","55"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/backbone.js","578","14","578","37"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/backbone.js","956","14","956","37"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/jquery.js","612","5","612","41"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/jquery.js","2678","14","2678","75"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/jquery.js","3048","10","3048","58"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/jquery.js","8884","17","8884","66"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/jquery.js","8969","12","8969","86"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/qunit.js","1595","3","1595","33"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/qunit.js","1599","4","1599","37"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/qunit.js","1613","12","1613","53"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/backbone-localstorage-0.3.2/package/test/vendor/underscore.js","748","17","748","42"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/depot-0.1.6/package/specs/vendor/mocha.js","521","7","521","36"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/director-1.2.8/package/build/director.js","519","9","519","60"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/director-1.2.8/package/lib/director/http/index.js","144","7","144","35"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/director-1.2.8/package/lib/director/router.js","451","9","451","60"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/es5-shim-4.5.13/package/tests/lib/jasmine.js","1788","13","1788","67"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/flot-3.2.5/package/dist/es5/jquery.flot.js","1","16001","1","16018"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/flot-3.2.5/package/dist/es5/jquery.flot.js","1","80903","1","80925"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/flot-3.2.5/package/source/jquery.flot.js","370","17","370","41"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern used for .call and .apply methods","warning","Potential vulnerability","/flot-3.2.5/package/source/jquery.flot.time.js","174","24","174","74"
